Title,Distr,TMDB Movie ID,Genre 1,Genre 2,Popularity,Runtime (minutes),Average Vote (/10),Overview,Tagline,Poster Path
Raising Helen,BVI,4599,Drama,Comedy,15.143,119,6.1,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",Her uptown life gets turned inside out!,/ubZin4oGXYp6hCn3WU6nrBre62y.jpg
The Terminal,UIP,594,Comedy,Drama,24.068,128,7.3,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",Life is waiting.,/vRYbjHs129MARMq1VDbnk9Jboen.jpg
Hellboy,Col/TriStar,456740,Fantasy,Action,45.767,121,5.5,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",Demons Have Demons Too,/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg
Stage Beauty,Momentum,26108,Comedy,Romance,7.833,106,6.6,"Humble Maria, who outfits top London theater star Ned Kynaston, takes none of the credit for the male actor's success at playing women. And because this is the 17th century, Maria, like other females, is prohibited from pursuing her dream of acting. But when powerful people support her, King Charles II lifts the ban on female stage performers. And just as Maria aided Ned, she needs his help to learn her new profession.",She was the first of her kind. He was the last of his.,/q3rTkp6d8NG2dPdb3Ert3C0YojK.jpg
Festival Express,Optimum,14770,Documentary,History,3.835,90,7.0,"The filmed account of a large Canadian rock festival train tour boasting major acts.  In the summer of 1970, a chartered train crossed Canada carrying some of the world's greatest rock bands. The Grateful Dead, Janis Joplin, The Band, Buddy Guy, and others lived (and partied) together for five days, stopping in major cities along the way to play live concerts. Their journey was filmed.",Festival Express... The longest party in rock-n-roll history.,/5ehULJQMNCdASy2i7jaTbcIvQKA.jpg
Open Water,Redbus,83,Drama,Thriller,21.946,79,5.5,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",Scream all you want.,/xOjcaWBNG2PvylJOhlkaqaAAKUr.jpg
Wicker Park,Momentum,11208,Drama,Mystery,18.466,114,6.9,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",Passion never dies.,/gRKEluSpV1wBrZVTvLLaCSkzqcf.jpg
Collateral,UIP,1538,Drama,Crime,23.406,120,7.2,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,It started like any other night.,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg
Code 46,Verve,2577,Drama,Science Fiction,13.369,93,6.2,"In a dystopian future, insurance fraud investigator William Gold arrives in Shanghai to investigate a forgery ring for ""papelles"", futuristic passports that record people's identities and genetics. Gold falls for Maria Gonzalez, the woman in charge of the forgeries. After a passionate affair, Gold returns home, having named a coworker as the culprit. But when one of Gonzalez's customers is found dead, Gold is sent back to Shanghai to complete the investigation.",How do you solve a crime when the last thing you want to know is the truth?,/ijayvLrCAwOVizi9OY8LZWq5SRW.jpg
Wimbledon,UIP,11823,Comedy,Romance,12.207,98,6.2,"British tennis player Peter clutches to an embarrassingly low position on the tennis-ranking ladder. Handed a wild card for Wimbledon, he expects it to be his final bow.",She's the golden girl. He's the longshot. It's a match made in...,/nwFbj6gXVhbf0vCvCyVUUlD5AdB.jpg
Cellular,Entertainment,9759,Action,Thriller,18.455,94,6.4,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,If the signal dies so does she.,/AhD3qVfVmxz5CXDxctXwK5nmrOp.jpg
The Punisher,Col/TriStar,7220,Action,Crime,45.909,124,6.3,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.","There is no justice, there is only revenge.",/7rmA1HwYp2GKM85BL0cVwCaosGr.jpg
Spivs,Verve,43755,Action,Comedy,1.213,95,4.5,"Jack, Steve and Goat are East-End Spivs. They spend their time wheeling and dealing wherever and whenever they can. It's not until Jack and the others get involved with a guy called Villa, and they are landed with a big payday they have been waiting for, when they realise what a mess they are into. At the back of the lorry they have smuggled goods in, they find illegal immigrants. Most of them escape but they are left with 2 kids; a boy and a girl, and have to decide what to do with them... Are they going to look after them and feed them, clothe them, love them, etc. or are they going to leave them on the streets of East-End London?",Warning: These people can seriously damage your wealth!,/1TyyE1XtPkWeIuFRNYGor7HIrTC.jpg
Saw,Entertainment,176,Horror,Mystery,83.837,103,7.4,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",Live or die. Make your choice.,/pparEGTCxcTiImyVFoKD0LX11N8.jpg
Layer Cake,Col/TriStar,4836,Drama,Thriller,16.591,105,7.0,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",,/fSE9AI2Ytz2mBZjelc32NiZGcj9.jpg
Sky Captain and the World of Tomorrow,UIP,5137,Mystery,Action,15.965,107,5.8,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",Who will save us?,/ceW9Zi43hEQPdxkPkohVCcG1CuT.jpg
The Life and Death of Peter Sellers,Icon,10609,Drama,Comedy,8.063,122,6.6,"The turbulent personal and professional life of actor Peter Sellers (1925-1980), from his beginnings as a comic performer on BBC Radio to his huge success as one of the greatest film comedians of all time; an obsessive artist so dedicated to his work that neglected his loved ones and sacrificed part of his own personality to convincingly create that of his many memorable characters.",Never judge a man by his cover.,/eZHnSd73L5v5FDZdBpGhQPLUZGW.jpg
De-Lovely,20th Fox,15237,Drama,Music,10.158,125,6.3,"From Paris to Venice to Broadway to Hollywood, the lives of Cole Porter and his wife, Linda were never less than glamorous and wildly unconventional. And though Cole's thirst for life strained their marriage, Linda never stopped being his muse, inspiring some of the greatest sons of the twentieth century.",A love that would never die and music that would live forever.,/QBqiBQW7MGqlDSyvid4fKzS0Xz.jpg
Dead Man's Shoes,Optimum,12877,Drama,Thriller,11.093,90,7.2,A soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away.,He's in all of us.,/lI7dsNWL8Ue5n5dB5dAdQhTktPe.jpg
Resident Evil: Apocalypse,Col/TriStar,1577,Horror,Action,28.045,94,6.4,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",You're all going to die.,/yzNQSLlZb7NAkA4C5uADfNDJ7hm.jpg
Shark Tale,UIP,10555,Animation,Action,70.407,90,6.0,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",Behind every little fish is a great white lie.,/r08DpyPyhXcJTfNZAICNGMzcQ8l.jpg
White Chicks,Col/TriStar,12153,Comedy,Crime,87.979,109,6.9,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",They're going deep undercover.,/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg
The Triumph of Love,Artificial Eye,35337,Comedy,Drama,2.901,112,5.8,"A princess is determined to restore her homeland's throne to its rightful heir, a young prince with whom she falls in love.",,/mLgC2GDegvwIucpQpn6rDR3ltiv.jpg
Alfie,UIP,8849,Comedy,Drama,17.466,103,5.7,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.",Meet a man who never met a woman he didn't love.,/dvKvkoc2d06cOSheq5hQ7G4FJJX.jpg
Exorcist: The Beginning,Warner,11026,Horror,Mystery,24.861,114,5.3,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",Go back to where the horror began.,/worCHasSOCQD4lvlQsBcBqRwghd.jpg
House of the Dead,Redbus,11059,Horror,Action,10.512,90,3.2,"Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead... Prequel to the House of the Dead video games.",You won't last the night.,/lI6UBnxwHztggSq8PhLibdOe2Nd.jpg
The Grudge,UIP,1970,Horror,Mystery,52.1,92,5.9,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",It never forgives. It never forgets.,/5AGB8FVELnhMMw3nO372sw1xp58.jpg
